ID_Kasus,Kategori_Hewan,Jenis_Spesies_Ras,Kategori_Umur,Nama_Penyakit,Gejala_Klinis,Penyebab_Utama,Tingkat_Keparahan,Tindakan_Pertama,Cara_Penanganan,Pemberian_Obat,Dosis_Metode,Kontraindikasi
VET-108318,Unggas,Bebek Pekin,Muda / Sub-Dewasa,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-108319,Kelinci,Rex,Muda / Sub-Dewasa,Ear Canker (Kudis Telinga),"Kerak coklat di telinga, sering garuk kepala, menggeleng",Tungau Psoroptes cuniculi,Sedang,Pembersihan kerak secara perlahan,"Olesi minyak zaitun untuk melunakkan kerak, pisahkan kandang",Ivermectin tetes/injeksi,"Injeksi SC 0.4 mg/kg BB, ulangi setelah 14 hari",Jangan dikelupas paksa tanpa pelunak karena memicu pendarahan parah
VET-108320,Unggas,Ayam Kampung,Dewasa / Adult,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-108321,Kelinci,Rex,Dewasa / Adult,GI Stasis,"Kotoran mengecil/tidak ada, perut kembung, tidak mau makan","Diet rendah serat, stres, dehidrasi",Tinggi,"Pemberian cairan oral darurat, pijat perut perlahan","Suap makanan cair (Critical Care), hentikan pelet komersial",Metoclopramide & Meloxicam,Metoclopramide 0.5 mg/kg PO tiap 12 jam; Meloxicam 0.3 mg/kg PO,Jangan berikan obat pencahar keras jika ada penyumbatan total fisik
VET-108322,Kucing,Maine Coon,Tua / Senior,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-108323,Unggas,Ayam Broiler,Muda / Sub-Dewasa,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-108324,Kucing,Persia,Dewasa / Adult,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-108325,Reptil,Ular Piton,Tua / Senior,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-108326,Kucing,Anggora,Muda / Sub-Dewasa,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-108327,Kelinci,New Zealand White,Anak / Juvenile,Ear Canker (Kudis Telinga),"Kerak coklat di telinga, sering garuk kepala, menggeleng",Tungau Psoroptes cuniculi,Sedang,Pembersihan kerak secara perlahan,"Olesi minyak zaitun untuk melunakkan kerak, pisahkan kandang",Ivermectin tetes/injeksi,"Injeksi SC 0.4 mg/kg BB, ulangi setelah 14 hari",Jangan dikelupas paksa tanpa pelunak karena memicu pendarahan parah
VET-108328,Reptil,Ular Piton,Tua / Senior,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-108329,Reptil,Gecko,Tua / Senior,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-108330,Anjing,German Shepherd,Anak / Juvenile,Parvovirus,"Muntah parah, diare berdarah, lesu, dehidrasi",Canine Parvovirus,Kritis,"Isolasi ketat, terapi cairan (infus IV)","Rawat inap di klinik, jaga kehangatan tubuh",Cairan Ringer Lactate & Antibiotik Ceftriaxone,Infus 60 ml/kg/hari; Ceftriaxone 25 mg/kg IV tiap 12 jam,Jangan berikan makanan padat saat muntah aktif; hindari obat steroid
VET-108331,Unggas,Bebek Pekin,Tua / Senior,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-108332,Unggas,Burung Beo,Tua / Senior,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-108333,Anjing,Chihuahua,Tua / Senior,Distemper,"Ingus kental, batuk, kejang, telapak kaki mengeras",Canine Distemper Virus,Kritis,"Suplementasi saraf, isolasi total","Terapi suportif nutrisi tinggi, ruang gelap jika kejang",Diazepam (jika kejang) & Vitamin B Kompleks,Diazepam 0.5 mg/kg IV; Vit B 1 tablet/hari,Hindari vaksinasi saat sakit; jangan gunakan obat penekan imun tubuh
VET-108334,Reptil,Gecko,Tua / Senior,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-108335,Unggas,Bebek Pekin,Muda / Sub-Dewasa,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-108336,Kucing,Persia,Tua / Senior,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-108337,Kelinci,New Zealand White,Anak / Juvenile,GI Stasis,"Kotoran mengecil/tidak ada, perut kembung, tidak mau makan","Diet rendah serat, stres, dehidrasi",Tinggi,"Pemberian cairan oral darurat, pijat perut perlahan","Suap makanan cair (Critical Care), hentikan pelet komersial",Metoclopramide & Meloxicam,Metoclopramide 0.5 mg/kg PO tiap 12 jam; Meloxicam 0.3 mg/kg PO,Jangan berikan obat pencahar keras jika ada penyumbatan total fisik
VET-108338,Ikan,Ikan Guppy,Anak / Juvenile,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-108339,Reptil,Kura-kura Brazil,Anak / Juvenile,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-108340,Unggas,Burung Kanari,Anak / Juvenile,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-108341,Kucing,Siam,Anak / Juvenile,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-108342,Kelinci,New Zealand White,Tua / Senior,GI Stasis,"Kotoran mengecil/tidak ada, perut kembung, tidak mau makan","Diet rendah serat, stres, dehidrasi",Tinggi,"Pemberian cairan oral darurat, pijat perut perlahan","Suap makanan cair (Critical Care), hentikan pelet komersial",Metoclopramide & Meloxicam,Metoclopramide 0.5 mg/kg PO tiap 12 jam; Meloxicam 0.3 mg/kg PO,Jangan berikan obat pencahar keras jika ada penyumbatan total fisik
VET-108343,Kelinci,Rex,Tua / Senior,GI Stasis,"Kotoran mengecil/tidak ada, perut kembung, tidak mau makan","Diet rendah serat, stres, dehidrasi",Tinggi,"Pemberian cairan oral darurat, pijat perut perlahan","Suap makanan cair (Critical Care), hentikan pelet komersial",Metoclopramide & Meloxicam,Metoclopramide 0.5 mg/kg PO tiap 12 jam; Meloxicam 0.3 mg/kg PO,Jangan berikan obat pencahar keras jika ada penyumbatan total fisik
VET-108344,Kucing,Sphynx,Dewasa / Adult,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-108345,Unggas,Burung Merpati,Muda / Sub-Dewasa,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-108346,Reptil,Ular Piton,Anak / Juvenile,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-108347,Kelinci,Netherland Dwarf,Tua / Senior,Ear Canker (Kudis Telinga),"Kerak coklat di telinga, sering garuk kepala, menggeleng",Tungau Psoroptes cuniculi,Sedang,Pembersihan kerak secara perlahan,"Olesi minyak zaitun untuk melunakkan kerak, pisahkan kandang",Ivermectin tetes/injeksi,"Injeksi SC 0.4 mg/kg BB, ulangi setelah 14 hari",Jangan dikelupas paksa tanpa pelunak karena memicu pendarahan parah
VET-108348,Kucing,Siam,Anak / Juvenile,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-108349,Unggas,Burung Beo,Tua / Senior,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-108350,Kelinci,Rex,Tua / Senior,Ear Canker (Kudis Telinga),"Kerak coklat di telinga, sering garuk kepala, menggeleng",Tungau Psoroptes cuniculi,Sedang,Pembersihan kerak secara perlahan,"Olesi minyak zaitun untuk melunakkan kerak, pisahkan kandang",Ivermectin tetes/injeksi,"Injeksi SC 0.4 mg/kg BB, ulangi setelah 14 hari",Jangan dikelupas paksa tanpa pelunak karena memicu pendarahan parah
VET-108351,Ikan,Ikan Arwana,Muda / Sub-Dewasa,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-108352,Kucing,Kucing Domestik,Anak / Juvenile,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-108353,Reptil,Gecko,Tua / Senior,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-108354,Kucing,Persia,Tua / Senior,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-108355,Reptil,Bearded Dragon,Tua / Senior,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-108356,Ikan,Ikan Arwana,Dewasa / Adult,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-108357,Kucing,Persia,Anak / Juvenile,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
VET-108358,Reptil,Bearded Dragon,Anak / Juvenile,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-108359,Ikan,Ikan Koi,Dewasa / Adult,White Spot (Ich),"Bintik putih seperti garam di kulit/insang, ikan menggesekkan badan",Protozoa Ichthyophthirius multifiliis,Sedang,"Karantina ikan, naikkan suhu akuarium perlahan","Naikkan suhu air hingga 28-30°C, tingkatkan aerasi udara",Methylene Blue & Garam Ikan,1 tetes per 2 liter air akuarium; Garam 1-3 gram/liter,Jangan gunakan Methylene Blue pada akuarium utama berfilter biologi karena mematikan bakteri baik
VET-108360,Kelinci,Rex,Dewasa / Adult,GI Stasis,"Kotoran mengecil/tidak ada, perut kembung, tidak mau makan","Diet rendah serat, stres, dehidrasi",Tinggi,"Pemberian cairan oral darurat, pijat perut perlahan","Suap makanan cair (Critical Care), hentikan pelet komersial",Metoclopramide & Meloxicam,Metoclopramide 0.5 mg/kg PO tiap 12 jam; Meloxicam 0.3 mg/kg PO,Jangan berikan obat pencahar keras jika ada penyumbatan total fisik
VET-108361,Unggas,Burung Kanari,Dewasa / Adult,Newcastle Disease (Tetelo),"Leher berputar (tortikolis), batuk, ngorok, kotoran hijau",Avian Paramyxovirus,Kritis,"Pemisahan ayam sakit, desinfeksi kandang menyeluruh","Pemberian vitamin dosis tinggi, jaga sanitasi air minum",Vitamin Kompleks & Antibiotik Amoxicillin (sekunder),Vitamin 1 gram/liter air minum; Amoxicillin 20 mg/kg BB,"Tidak ada obat virus spesifik, hindari antibiotik overdosis karena merusak hati"
VET-108362,Reptil,Iguana Hijau,Dewasa / Adult,Metabolic Bone Disease (MBD),"Rahang melunak, kaki gemetar, tempurung lembek, kelumpuhan",Kekurangan Kalsium & sinar UVB,Tinggi,Koreksi pencahayaan kandang,"Jemur di matahari pagi 15-30 menit, pasang lampu UVB 10.0",Kalsium Glukonat Cair,0.2 ml per 100 gram berat badan PO setiap hari,Jangan berikan kalsium tinggi tanpa kecukupan UVB karena memicu batu ginjal
VET-108363,Kelinci,Rex,Anak / Juvenile,GI Stasis,"Kotoran mengecil/tidak ada, perut kembung, tidak mau makan","Diet rendah serat, stres, dehidrasi",Tinggi,"Pemberian cairan oral darurat, pijat perut perlahan","Suap makanan cair (Critical Care), hentikan pelet komersial",Metoclopramide & Meloxicam,Metoclopramide 0.5 mg/kg PO tiap 12 jam; Meloxicam 0.3 mg/kg PO,Jangan berikan obat pencahar keras jika ada penyumbatan total fisik
VET-108364,Anjing,Bulldog,Anak / Juvenile,Parvovirus,"Muntah parah, diare berdarah, lesu, dehidrasi",Canine Parvovirus,Kritis,"Isolasi ketat, terapi cairan (infus IV)","Rawat inap di klinik, jaga kehangatan tubuh",Cairan Ringer Lactate & Antibiotik Ceftriaxone,Infus 60 ml/kg/hari; Ceftriaxone 25 mg/kg IV tiap 12 jam,Jangan berikan makanan padat saat muntah aktif; hindari obat steroid
VET-108365,Kucing,Kucing Domestik,Dewasa / Adult,Feline Panleukopenia,"Muntah empedu, diare bau busuk, demam tinggi, duduk di depan mangkok air",Feline Parvovirus,Kritis,"Isolasi ketat, rehidrasi agresif","Terapi cairan intravena, penghangat tubuh",Cefotaxime & Ondansetron,Cefotaxime 20 mg/kg IV tiap 12 jam; Ondansetron 0.5 mg/kg IV,Jangan berikan obat cacing saat kondisi kritis/lemas
